LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,PoolArea,YrSold,MoSold,SalePrice,HouseAge,RemodAge,TotalSF,TotalBath,PricePerSqFt
3180,7,5,2005,2005,600,520,600,1200,2,1,2,4,0,2,480,0,166,0,2006,4,144152,1,1,1720,2.5,120.12666666666667
10530,6,5,1977,1977,975,1004,0,1004,1,0,2,4,0,2,504,0,0,0,2006,5,135000,29,29,1979,1.0,134.4621513944223
9000,7,9,1920,1988,650,832,650,1482,1,0,3,7,0,2,324,0,0,0,2009,7,143000,89,21,2132,1.0,96.49122807017544
6240,6,6,1931,1950,884,959,408,1367,1,0,3,6,1,1,560,0,0,0,2007,11,127500,76,57,2251,1.0,93.26993416239941
9786,6,7,1962,1981,912,1085,649,1734,1,1,3,7,1,2,440,0,0,0,2006,6,159000,44,25,2646,1.5,91.6955017301038
6435,6,5,1939,1950,972,972,605,1577,1,0,3,6,1,1,312,0,0,0,2006,10,140200,67,56,2549,1.0,88.90298034242232
7207,5,7,1958,2008,858,858,0,858,1,0,2,4,0,0,0,117,0,0,2010,2,116500,52,2,1716,1.0,135.78088578088577
12376,7,5,1990,1990,1673,1699,1523,3222,3,0,5,11,2,3,594,367,0,0,2010,5,320000,20,20,4895,3.0,99.31719428926132
10140,5,6,1975,1975,1056,1074,0,1074,1,1,3,6,0,2,495,0,88,0,2006,7,153500,31,31,2130,1.5,142.92364990689012
8963,8,9,1976,1996,1142,1175,1540,2715,3,1,4,11,2,2,831,0,204,0,2008,7,299800,32,12,3857,3.5,110.42357274401473
9873,4,5,1970,1970,960,960,0,960,1,0,3,6,0,2,576,0,288,0,2006,5,129000,36,36,1920,1.0,134.375
12090,6,7,1984,2003,585,1140,728,1868,3,1,3,7,1,2,477,268,112,0,2007,1,178000,23,4,2453,3.5,95.28907922912205
10475,8,5,2008,2008,1694,1694,0,1694,2,0,3,7,0,3,776,160,33,0,2010,2,245350,2,2,3388,2.0,144.83471074380165
5000,5,4,1900,1950,540,889,551,1440,1,0,3,6,0,1,352,0,0,0,2006,4,79000,106,56,1980,1.0,54.861111111111114
25419,8,4,1918,1990,1360,1360,1360,3112,2,0,4,8,1,2,795,0,16,512,2006,3,235000,88,16,4080,2.0,75.51413881748071
10192,7,6,1968,1992,570,1222,698,1920,3,0,4,8,1,2,487,0,98,0,2006,9,170000,38,14,2490,3.0,88.54166666666667
11988,6,6,1957,1957,1244,1244,0,1244,1,1,3,6,2,1,336,0,40,0,2007,5,150000,50,50,2488,1.5,120.57877813504822
11065,8,5,2006,2006,1085,1120,850,1970,2,1,3,8,1,3,753,177,74,0,2006,10,281000,0,0,3055,2.5,142.63959390862945
6000,6,9,1937,2000,698,786,390,1176,1,0,2,4,0,2,624,210,0,0,2009,7,134900,72,9,1874,1.0,114.71088435374149
13518,9,5,2008,2009,1926,1966,1174,3140,3,1,4,11,2,3,820,144,78,0,2009,7,485000,1,0,5066,3.5,154.45859872611464
9042,7,9,1941,2006,1152,1188,1152,2340,2,0,4,9,2,1,252,0,60,0,2010,5,266500,69,4,3492,2.0,113.88888888888889
8944,5,5,1967,1967,1584,1584,0,1584,2,0,4,8,0,3,792,0,152,0,2009,4,124000,42,42,3168,2.0,78.28282828282828
7446,4,5,1941,1950,788,788,0,788,1,0,2,4,2,0,0,0,0,0,2006,4,100000,65,56,1576,1.0,126.90355329949239
10186,7,5,1992,1992,750,1061,862,1923,2,1,3,8,1,2,564,240,39,0,2010,6,190000,18,18,2673,2.5,98.80395215808632
9286,5,7,1977,1989,1268,1268,0,1268,1,1,3,5,0,1,252,173,0,0,2009,10,143500,32,20,2536,1.5,113.17034700315457
7200,4,5,1950,1950,0,1040,0,1040,1,0,2,4,0,2,420,0,29,0,2006,7,109900,56,56,1040,1.0,105.67307692307692
12257,8,5,1995,1995,1318,1328,1203,2531,2,1,4,9,1,3,752,222,98,0,2007,11,290000,12,12,3849,2.5,114.57921770051364
3180,7,5,2005,2005,600,520,600,1200,2,1,2,4,0,2,480,0,166,0,2006,6,151000,1,1,1720,2.5,125.83333333333333
7500,6,7,1942,1950,771,753,741,1494,1,0,3,7,2,1,213,0,0,0,2009,11,177500,67,59,2265,1.0,118.80856760374833
7711,4,3,1977,1977,1440,1440,0,1440,2,0,4,8,0,0,0,321,0,0,2007,8,150000,30,30,2880,2.0,104.16666666666667
9158,8,5,2007,2007,1496,1496,0,1496,2,0,3,7,0,2,474,168,130,0,2007,6,225000,0,0,2992,2.0,150.40106951871658
10400,7,5,1976,1976,1090,1370,0,1370,2,0,3,6,1,2,479,0,0,0,2009,6,152000,33,33,2460,2.0,110.94890510948905
6629,6,6,1925,1950,672,697,672,1369,2,0,3,6,0,1,300,147,0,0,2009,7,103600,84,59,2041,2.0,75.67567567567568
3600,6,7,1910,1993,684,684,684,1368,1,0,3,7,0,1,216,0,158,0,2006,10,114504,96,13,2052,1.0,83.70175438596492
7200,7,9,1936,2007,560,575,560,1135,1,0,3,6,0,2,576,256,0,0,2009,4,155000,73,2,1695,1.0,136.56387665198238
6792,7,5,2005,2006,1368,1368,0,1368,2,0,2,6,1,2,474,132,35,0,2006,3,202665,1,0,2736,2.0,148.1469298245614
5000,1,3,1946,1950,0,334,0,334,1,0,1,2,0,0,0,0,0,0,2007,1,39300,61,57,334,1.0,117.66467065868264
9056,8,5,2004,2004,707,707,707,1414,2,1,3,6,1,2,403,100,35,0,2006,10,178000,2,2,2121,2.5,125.88401697312588
9525,6,4,1954,1972,994,1216,639,1855,2,0,4,7,0,1,325,182,0,0,2006,10,136900,52,34,2849,2.0,73.80053908355795
10944,7,5,1994,1994,1223,1223,904,2127,2,1,3,5,2,2,525,171,132,0,2008,8,271000,14,14,3350,2.5,127.40949694405266
6911,5,5,1924,1950,1145,1301,0,1301,1,0,2,5,0,2,440,0,0,0,2009,10,100000,85,59,2446,1.0,76.86395080707149
12227,6,7,1977,1995,1330,1542,1330,2872,2,1,4,11,1,2,619,550,282,0,2008,7,272000,31,13,4202,2.5,94.70752089136491
8012,6,5,1992,1992,1575,1575,0,1575,2,0,2,5,0,2,529,0,0,0,2007,7,179200,15,15,3150,2.0,113.77777777777777
7596,5,5,1952,1952,960,960,1000,1960,2,0,4,10,0,2,400,0,0,0,2009,7,124500,57,57,2920,2.0,63.52040816326531
11844,8,5,2008,2008,2046,2046,0,2046,2,1,3,7,1,3,834,322,82,0,2009,7,372500,1,1,4092,2.5,182.06256109481916
11796,7,5,2004,2005,847,847,1112,1959,2,1,4,8,1,2,434,100,48,0,2007,7,215000,3,2,2806,2.5,109.74987238386932
4400,6,8,1920,1950,648,734,384,1118,1,0,2,6,0,2,440,0,0,0,2006,10,116000,86,56,1766,1.0,103.7567084078712
7050,7,5,2001,2001,1057,1057,872,1929,2,1,3,7,1,2,650,0,235,0,2007,5,226000,6,6,2986,2.5,117.15914981855884
12354,6,8,1920,2000,684,684,512,1196,1,0,3,7,0,2,528,0,46,0,2009,8,110000,89,9,1880,1.0,91.97324414715719
9803,7,5,2005,2005,866,866,902,1768,2,1,3,7,0,2,603,0,108,0,2008,2,226700,3,3,2634,2.5,128.2239819004525
8450,7,5,2004,2004,1436,1436,0,1436,2,0,3,8,0,2,484,139,98,0,2008,4,210000,4,4,2872,2.0,146.23955431754874
11923,9,5,2007,2007,1800,1800,0,1800,2,0,2,7,0,2,702,288,136,0,2009,5,239000,2,2,3600,2.0,132.77777777777777
13907,5,6,1940,1969,996,996,0,996,1,0,3,6,1,0,0,144,0,0,2008,7,108000,68,39,1992,1.0,108.43373493975903
1680,6,5,1972,1972,483,483,504,987,1,1,2,5,1,1,288,0,0,0,2006,6,94500,34,34,1470,1.5,95.74468085106383
9900,6,7,1940,1950,778,944,545,1489,2,0,3,7,1,1,240,335,0,0,2009,7,139500,69,59,2267,2.0,93.68703828072532
9600,8,5,1981,1981,2524,2524,0,2524,2,1,4,9,1,2,542,474,120,0,2009,7,278000,28,28,5048,2.5,110.14263074484944
5436,4,8,1922,2007,796,796,358,1154,1,0,3,7,0,1,240,0,96,0,2010,5,125500,88,3,1950,1.0,108.7521663778163
14585,6,6,1960,1987,1144,1429,0,1429,1,0,3,7,2,2,572,216,110,0,2007,6,181900,47,20,2573,1.0,127.29181245626312
17671,8,9,1882,1986,916,916,826,1742,1,1,4,8,1,2,424,0,169,0,2009,11,168000,127,23,2658,1.5,96.44087256027555
21453,6,5,1969,1969,938,988,0,988,1,0,1,4,2,2,540,0,130,0,2006,10,180000,37,37,1926,1.0,182.18623481781376
7301,7,5,2003,2003,0,495,1427,1922,3,0,4,7,1,2,672,0,0,0,2009,7,198500,6,6,1922,3.0,103.27783558792925
11400,10,5,2001,2002,2633,2633,0,2633,2,1,2,8,2,3,804,314,140,0,2007,3,466500,6,5,5266,2.5,177.17432586403342
8461,6,5,2005,2006,728,728,728,1456,2,1,3,8,1,2,390,0,24,0,2006,7,163990,1,0,2184,2.5,112.63049450549451
13472,10,5,2003,2003,2392,2392,0,2392,2,0,3,8,1,3,968,248,105,0,2009,6,386250,6,6,4784,2.0,161.4757525083612
11340,6,5,1923,1950,1200,1200,0,1200,1,0,4,7,0,1,312,0,0,0,2006,3,125000,83,56,2400,1.0,104.16666666666667
9317,6,5,2006,2006,1314,1314,0,1314,2,0,3,6,1,2,440,0,22,0,2007,3,176432,1,1,2628,2.0,134.2709284627093
4800,4,7,1916,1990,1196,1196,0,1196,1,0,2,5,0,2,440,0,0,0,2007,7,109900,91,17,2392,1.0,91.88963210702342
11900,6,5,1957,1957,1392,1392,0,1392,1,1,3,6,2,2,458,0,0,0,2008,6,166000,51,51,2784,1.5,119.25287356321839
10574,8,5,2005,2006,1082,1082,871,1953,2,1,3,9,1,3,1043,160,50,0,2009,5,252000,4,3,3035,2.5,129.03225806451613
11170,7,5,1990,1991,1216,1298,1216,2514,2,1,4,8,0,2,693,0,0,0,2006,4,250000,16,15,3730,2.5,99.44311853619729
11404,7,5,1998,1999,1153,1153,878,2031,2,1,3,8,1,2,541,192,84,0,2008,7,222500,10,9,3184,2.5,109.55194485475135
10304,5,7,1976,1976,780,1088,780,1868,2,1,4,9,1,2,484,448,96,0,2009,10,197500,33,33,2648,2.5,105.72805139186295
7018,5,5,1979,1979,0,1120,1120,2240,2,0,6,12,0,2,528,154,0,0,2009,6,142953,30,30,2240,2.0,63.81830357142857
9337,6,5,1997,1997,824,905,881,1786,2,1,3,7,0,2,684,0,162,0,2007,5,204750,10,10,2610,2.5,114.64165733482643
8520,5,4,1952,1952,910,910,475,1385,2,0,4,6,0,2,720,0,0,0,2010,6,166000,58,58,2295,2.0,119.85559566787003
6270,5,6,1949,1950,1001,1001,1001,2002,2,0,4,8,0,3,871,0,0,0,2007,8,145000,58,57,3003,2.0,72.42757242757243
13101,5,5,1965,1965,1728,1728,0,1728,2,0,6,10,0,2,576,0,0,0,2008,11,142600,43,43,3456,2.0,82.52314814814815
7162,5,7,1966,1966,876,904,0,904,1,0,3,6,0,1,408,0,0,0,2008,12,109900,42,42,1780,1.0,121.570796460177
9600,6,5,1953,1953,1416,1644,0,1644,1,0,3,7,2,2,418,110,0,0,2009,10,167000,56,56,3060,1.0,101.58150851581509
8121,6,5,2000,2000,953,953,711,1664,2,1,3,7,1,2,460,100,40,0,2006,1,172400,6,6,2617,2.5,103.60576923076923
8640,7,5,2009,2009,756,764,783,1547,2,1,3,7,0,2,614,169,45,0,2010,6,215200,1,1,2303,2.5,139.10795087265674
10004,6,6,1964,1964,1516,1516,0,1516,1,1,3,6,0,2,472,0,0,0,2009,2,167000,45,45,3032,1.5,110.15831134564644
8740,5,6,1982,1982,840,860,0,860,1,0,2,4,0,2,528,0,0,0,2009,7,137000,27,27,1700,1.0,159.30232558139534
5687,5,6,1912,2000,780,936,780,1716,2,0,6,9,0,0,0,0,184,0,2008,3,135900,96,8,2496,2.0,79.1958041958042
9600,5,8,1925,1994,702,842,630,1472,1,0,3,6,0,1,250,0,0,0,2007,7,125000,82,13,2174,1.0,84.91847826086956
16033,9,5,2004,2005,1833,1850,0,1850,2,0,3,8,1,3,772,519,112,0,2006,3,326000,2,1,3683,2.0,176.21621621621622
10421,7,5,1988,1988,980,980,734,1714,2,1,3,7,1,2,496,228,66,0,2010,3,196500,22,22,2694,2.5,114.6441073512252
13650,5,5,1958,1958,1052,1252,668,1920,2,0,4,8,1,2,451,0,0,0,2006,7,172500,48,48,2972,2.0,89.84375
16770,7,5,1998,1998,1195,1195,644,1839,2,1,4,7,0,2,486,0,81,0,2010,6,221000,12,12,3034,2.5,120.17400761283307
5250,8,5,1872,1987,684,938,1215,2358,2,0,4,8,0,0,0,0,54,0,2008,12,122000,136,21,2837,2.0,51.73876166242579
11345,5,5,1948,1950,928,928,992,1920,2,0,4,10,0,2,400,0,0,0,2007,7,137000,59,57,2848,2.0,71.35416666666667
8791,6,5,2003,2003,864,864,864,1728,2,1,3,7,0,2,673,216,56,0,2008,5,207500,5,5,2592,2.5,120.08101851851852
8012,6,5,1993,1994,1604,1617,0,1617,2,0,2,5,1,2,533,0,69,0,2008,7,193000,15,14,3221,2.0,119.35683364254793
8400,5,6,1957,1957,1314,1314,0,1314,1,0,3,5,0,1,294,250,0,0,2010,6,145000,53,53,2628,1.0,110.35007610350075
10141,7,5,1998,1998,832,885,833,1718,2,1,3,7,1,2,427,0,94,0,2009,12,185000,11,11,2550,2.5,107.68335273573923
7313,9,5,2005,2005,1561,1561,0,1561,2,0,2,6,1,2,556,203,47,0,2007,8,277500,2,2,3122,2.0,177.7706598334401
7200,6,5,2006,2006,1262,1262,0,1262,2,0,2,5,0,2,572,0,120,0,2006,5,185000,0,0,2524,2.0,146.59270998415215
11700,6,6,1968,1968,727,829,727,1556,1,1,4,8,0,2,441,0,0,0,2009,5,154000,41,41,2283,1.5,98.97172236503856
14215,8,5,2005,2006,1158,1158,1218,2376,3,1,4,9,1,3,853,240,154,0,2006,11,325300,1,0,3534,3.5,136.91077441077442
11341,5,6,1957,1996,1392,1392,0,1392,1,1,3,5,1,2,528,0,0,0,2010,5,121500,53,14,2784,1.5,87.28448275862068
11717,6,6,1970,1970,1442,1442,0,1442,2,0,2,6,1,2,615,371,0,0,2009,2,185000,39,39,2884,2.0,128.29403606102636
11308,9,5,2008,2008,1104,1130,1054,2184,2,1,3,10,1,3,836,0,102,0,2009,7,335000,1,1,3288,2.5,153.3882783882784
16196,7,5,1998,1998,1482,1494,0,1494,2,0,3,5,1,2,514,402,25,0,2007,8,215000,9,9,2976,2.0,143.90896921017404
9636,6,5,1992,1993,808,808,785,1593,2,1,3,7,1,2,389,342,40,0,2009,12,178000,17,16,2401,2.5,111.73885750156937
11207,6,5,1997,1997,802,802,709,1511,2,1,3,8,1,2,413,95,75,0,2006,6,185000,9,9,2313,2.5,122.43547319655858
8172,5,7,1955,1990,864,864,0,864,1,0,2,5,0,2,572,0,0,0,2006,4,115000,51,16,1728,1.0,133.10185185185185
7227,6,6,1954,1954,832,832,0,832,1,0,2,4,0,2,528,0,0,0,2008,6,105500,54,54,1664,1.0,126.80288461538461
10832,7,5,1994,1996,712,1086,809,1895,2,1,3,7,1,2,409,143,46,0,2008,10,194500,14,12,2607,2.5,102.63852242744063
6627,3,6,1949,1950,0,720,0,720,1,0,2,4,0,1,287,0,0,0,2008,7,72500,59,58,720,1.0,100.69444444444444
9066,8,5,1999,2000,1004,1004,848,1852,2,1,3,7,2,3,660,224,106,0,2008,12,230000,9,8,2856,2.5,124.19006479481641
10762,6,6,1980,1980,626,626,591,1217,1,1,3,6,1,1,288,0,28,0,2009,4,120000,29,29,1843,1.5,98.60312243221036
11700,6,6,1968,1968,702,1041,702,1743,1,2,3,7,1,2,539,224,0,0,2007,6,175000,39,39,2445,2.0,100.40160642570281
11075,5,4,1969,1969,784,1168,800,1968,2,1,4,7,1,2,530,305,189,0,2008,9,172000,39,39,2752,2.5,87.39837398373983
8160,5,6,1940,1950,756,756,378,1134,1,1,3,7,0,1,240,0,0,0,2007,4,126000,67,57,1890,1.5,111.11111111111111
9360,6,7,1972,2006,1161,1381,0,1381,1,1,3,5,1,2,676,0,0,0,2010,3,197500,38,4,2542,1.5,143.01230992034758
9084,7,5,1998,1998,935,955,677,1632,2,1,3,8,1,2,462,0,28,0,2006,6,176500,8,8,2567,2.5,108.14950980392157
20781,7,7,1968,2003,1568,2156,0,2156,2,0,3,9,1,2,508,0,80,0,2006,6,262500,38,3,3724,2.0,121.75324675324676
8731,5,5,1920,1950,915,1167,0,1167,1,0,3,6,1,2,495,0,0,0,2007,5,144000,87,57,2082,1.0,123.39331619537275
12003,8,5,2009,2010,774,774,1194,1968,2,1,4,8,1,3,680,0,75,0,2010,5,269500,1,0,2742,2.5,136.9410569105691
63887,10,5,2008,2008,6110,4692,950,5642,2,1,3,12,3,2,1418,214,292,480,2008,1,160000,0,0,11752,2.5,28.35873803615739
7560,5,5,1959,1959,1040,1040,0,1040,1,0,3,6,0,1,286,140,0,0,2006,7,133700,47,47,2080,1.0,128.55769230769232
6180,6,5,1926,1950,960,986,0,986,1,0,2,5,1,1,180,0,128,0,2007,5,102000,81,57,1946,1.0,103.44827586206897
11198,9,5,2005,2007,1122,1134,1370,2504,2,1,4,11,1,3,656,144,39,0,2008,6,325000,3,1,3626,2.5,129.79233226837061
9541,7,5,2009,2009,1502,1502,0,1502,2,0,3,7,0,2,644,0,114,0,2009,9,233170,0,0,3004,2.0,155.23968042609854
7226,7,5,2003,2003,798,798,842,1640,2,1,3,6,0,2,595,0,45,0,2008,6,183000,5,5,2438,2.5,111.58536585365853
10289,5,7,1965,1965,1073,1073,0,1073,1,1,3,6,0,2,515,0,0,0,2007,6,156000,42,42,2146,1.5,145.38676607642125
14572,7,5,2004,2004,1530,1530,0,1530,2,0,3,7,1,3,630,144,36,0,2007,11,259000,3,3,3060,2.0,169.281045751634
4280,5,6,1913,2002,440,694,0,694,1,0,2,4,1,1,352,0,0,0,2007,3,90350,94,5,1134,1.0,130.18731988472624
11302,8,5,2005,2006,1814,1826,0,1826,2,0,3,7,1,3,758,180,75,0,2006,8,319000,1,0,3640,2.0,174.6987951807229
15623,10,5,1996,1996,2396,2411,2065,4476,3,1,4,10,2,3,813,171,78,555,2007,7,745000,11,11,6872,3.5,166.4432529043789
6000,6,6,1941,1950,735,869,349,1218,1,0,3,6,1,2,440,0,0,0,2007,3,131000,66,57,1953,1.0,107.55336617405582
11241,6,7,1970,1970,1004,1004,0,1004,1,0,2,5,1,2,480,0,0,0,2010,3,149000,40,40,2008,1.0,148.40637450199202
19690,6,7,1966,1966,697,1575,626,2201,2,0,4,8,1,2,432,586,236,738,2006,8,274970,40,40,2898,2.0,124.92957746478874
12474,10,5,2007,2008,1682,1742,590,2332,2,1,3,9,1,3,846,196,134,0,2008,8,426000,1,0,4014,2.5,182.67581475128645
3182,7,5,2005,2006,1346,1504,0,1504,2,0,2,7,1,2,437,156,20,0,2008,5,191000,3,2,2850,2.0,126.99468085106383
13673,5,5,1962,1962,1140,1696,0,1696,1,1,3,8,1,1,349,0,30,0,2007,3,143900,45,45,2836,1.5,84.84669811320755
9000,8,5,2007,2007,1184,1184,1426,2610,2,1,4,11,1,2,550,208,364,0,2007,8,303477,0,0,3794,2.5,116.27471264367816
5100,8,7,1925,1996,588,833,833,1666,1,0,3,7,1,1,228,192,63,0,2008,6,161000,83,12,2254,1.0,96.63865546218487
13175,6,6,1978,1988,1542,2073,0,2073,2,0,3,7,2,2,500,349,0,0,2010,2,210000,32,22,3615,2.0,101.30246020260492
3982,8,5,2006,2006,1520,1567,0,1567,2,0,1,7,1,3,648,312,0,0,2006,10,264561,0,0,3087,2.0,168.832801531589
13125,7,5,1991,1991,1104,912,1215,2127,2,1,4,8,1,3,833,72,192,0,2007,11,238000,16,16,3231,2.5,111.89468735307945
14778,6,7,1954,2006,1296,1640,0,1640,1,0,3,7,1,2,924,108,0,0,2008,11,224000,54,2,2936,1.0,136.58536585365854
13680,3,5,1955,1955,0,1733,0,1733,2,0,4,8,1,2,452,0,0,0,2009,6,139600,54,54,1733,2.0,80.55395268320831
21286,5,5,1948,1950,720,720,551,1271,2,0,4,7,1,1,312,0,0,0,2008,8,135000,60,58,1991,2.0,106.21557828481511
7060,7,5,1997,1998,1344,1344,0,1344,2,0,2,8,0,4,784,0,0,0,2008,11,206300,11,10,2688,2.0,153.4970238095238
8029,6,5,2005,2005,728,728,728,1456,2,1,3,8,0,2,400,100,24,0,2008,7,176000,3,3,2184,2.5,120.87912087912088
14100,8,9,1935,1997,728,1968,1479,3447,3,1,4,11,2,3,1014,314,12,0,2008,5,381000,73,11,4175,3.5,110.53089643167972
28698,5,5,1967,1967,1013,1160,966,2126,2,1,3,7,0,2,538,486,0,0,2009,6,185000,42,42,3139,2.5,87.01787394167451
3675,6,5,2005,2005,547,1072,0,1072,1,0,2,5,0,2,525,0,28,0,2008,6,148000,3,3,1619,1.0,138.0597014925373
9120,6,6,1958,1958,1261,1261,0,1261,1,0,3,6,1,2,433,0,0,0,2008,11,163000,50,50,2522,1.0,129.26249008723235
10624,5,4,1964,1964,1728,1728,0,1728,2,0,6,10,0,1,352,155,0,0,2007,11,119000,43,43,3456,2.0,68.86574074074075
6882,6,7,1914,2006,684,773,582,1355,1,1,3,7,0,0,0,136,0,0,2007,3,127000,93,1,2039,1.5,93.7269372693727
14375,6,6,1958,1958,819,1344,0,1344,1,0,3,7,1,2,525,0,118,0,2009,1,137500,51,51,2163,1.0,102.30654761904762
10083,7,5,2003,2003,1176,1200,0,1200,2,0,2,5,0,2,555,0,41,0,2009,8,184900,6,6,2376,2.0,154.08333333333334
2665,5,6,1977,1977,757,925,550,1475,2,0,4,6,1,1,336,104,26,0,2006,7,127000,29,29,2232,2.0,86.10169491525424
8246,5,8,1968,2001,1060,1060,0,1060,1,0,3,6,1,1,270,406,90,0,2010,5,154000,42,9,2120,1.0,145.28301886792454
1890,6,5,1973,1973,672,672,546,1218,1,1,3,7,0,1,264,144,28,0,2007,5,113000,34,34,1890,1.5,92.77504105090313
26142,5,7,1962,1962,1188,1188,0,1188,1,0,3,6,0,1,312,261,39,0,2010,4,157900,48,48,2376,1.0,132.9124579124579
6130,5,6,1924,1950,784,784,0,784,1,0,2,5,0,0,0,0,0,0,2008,5,109500,84,58,1568,1.0,139.66836734693877
12822,7,5,2003,2003,1434,1518,631,2149,1,1,1,6,1,2,670,168,43,0,2009,8,239686,6,6,3583,1.5,111.53373662168451
3880,5,9,1945,1997,686,866,0,866,1,0,2,4,0,0,0,58,42,0,2007,8,110500,62,10,1552,1.0,127.59815242494226
12011,8,5,1998,1998,1086,1086,838,1924,2,1,3,7,1,2,592,208,75,0,2006,6,280000,8,8,3010,2.5,145.53014553014552
10206,8,5,2007,2007,1563,1563,0,1563,2,0,3,6,1,3,758,144,99,0,2008,10,245000,1,1,3126,2.0,156.7498400511836
5600,4,5,1930,1950,0,372,720,1092,2,0,3,7,0,0,0,0,0,0,2010,7,55000,80,60,1092,2.0,50.366300366300365
3182,7,5,2005,2006,1145,1145,0,1145,2,0,2,5,1,2,397,100,16,0,2009,9,160200,4,3,2290,2.0,139.9126637554585
4920,8,5,2001,2001,1338,1338,0,1338,2,0,2,6,0,2,582,0,0,0,2010,4,213500,9,9,2676,2.0,159.56651718983557
8600,6,6,1937,1950,780,780,596,1376,2,0,3,7,1,1,198,0,0,0,2006,6,119500,69,56,2156,2.0,86.84593023255815
13837,7,5,1988,1988,1204,1377,806,2183,2,1,4,9,0,3,786,0,0,0,2006,2,229000,18,18,3387,2.5,104.90151168117269
2289,6,6,1978,1978,855,855,586,1441,2,1,3,7,1,2,440,28,0,0,2009,4,148500,31,31,2296,2.5,103.05343511450381
9571,5,3,1958,1958,1276,1276,0,1276,1,0,3,5,0,1,350,0,0,0,2009,6,60000,51,51,2552,1.0,47.02194357366771
7950,6,6,1977,1977,690,698,728,1426,1,1,3,6,0,2,440,252,0,0,2009,7,159500,32,32,2116,1.5,111.85133239831697
1680,6,7,1972,1972,672,672,546,1218,1,1,3,7,0,1,264,0,28,0,2006,5,118000,34,34,1890,1.5,96.88013136288998
13700,7,6,1965,1988,864,902,918,1820,1,2,4,8,2,2,492,60,84,0,2008,5,201800,43,20,2684,2.0,110.87912087912088
15750,5,5,1953,1953,1165,1336,0,1336,1,0,2,5,2,1,375,0,0,0,2006,6,157000,53,53,2501,1.0,117.51497005988024
